,Rndrng_NPI,Tot_Benes,Tot_Mdcr_Stdzd_Amt,Benef_Labels,Payment_Labels,Label3,Rndrng_Prvdr_Type
199115,1013091941,751,17077.89,BeneficiarySegment4,PaymentSegment5,0,Pediatric Medicine
199137,1013091909,728,16991.949999999997,BeneficiarySegment4,PaymentSegment5,0,Audiologist
199146,1013091453,482,13551.300000000001,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
199155,1013087501,490,16524.26,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199164,1013088947,692,24854.799999999996,BeneficiarySegment4,PaymentSegment5,0,Family Practice
199181,1013088137,573,31459.61,BeneficiarySegment4,PaymentSegment5,0,Optometry
199189,1013076504,468,31151.2,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
199199,1013212745,655,24083.559999999998,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
199206,1003066499,498,20275.46,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199211,1013212158,704,33372.38,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199217,1013961895,612,29827.65,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199220,1013959618,564,20248.35,BeneficiarySegment4,PaymentSegment5,0,Allergy/ Immunology
199232,1013247733,483,18411.739999999998,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
199240,1013226794,539,22824.01,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199248,1013226026,683,29325.42,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199255,1013224534,558,32992.659999999996,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199259,1013223866,818,28797.15,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
199272,1013961358,814,24350.93,BeneficiarySegment4,PaymentSegment5,0,Obstetrics & Gynecology
199289,1013220961,858,29807.299999999996,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199299,1013225218,472,13652.33,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
199303,1013228873,486,33256.82000000001,BeneficiarySegment4,PaymentSegment5,0,Pulmonary Disease
199317,1013228881,477,13897.059999999998,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
199324,1013233402,572,23128.269999999997,BeneficiarySegment4,PaymentSegment5,0,Centralized Flu
199329,1013233261,794,32615.319999999996,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
199345,1013249887,570,13255.02,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199350,1013233097,898,28533.96,BeneficiarySegment4,PaymentSegment5,0,Allergy/ Immunology
199363,1013229251,830,19945.24,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199379,1013229517,532,18381.27,BeneficiarySegment4,PaymentSegment5,0,Centralized Flu
199385,1013230598,617,26233.7,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199390,1013231588,698,23362.59,BeneficiarySegment4,PaymentSegment5,0,Pathology
199406,1013164375,685,22678.139999999996,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
199414,1013164342,479,32503.840000000004,BeneficiarySegment4,PaymentSegment5,0,Psychiatry
199421,1013164136,503,27690.78,BeneficiarySegment4,PaymentSegment5,0,Family Practice
199437,1013164037,488,9323.03,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
199443,1013971522,719,18247.1,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
199453,1013163427,1166,29535.07,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199479,1013971621,778,33115.76,BeneficiarySegment4,PaymentSegment5,0,Podiatry
199489,1013972009,480,26384.809999999998,BeneficiarySegment4,PaymentSegment5,0,Hematology-Oncology
199495,1013161272,473,30449.730000000003,BeneficiarySegment4,PaymentSegment5,0,"Psychologist, Clinical"
199501,1013231786,773,27259.8,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199516,1013242288,476,18003.170000000002,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199529,1013250067,786,20918.36,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
199538,1013959048,538,15348.9,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
199542,1013209659,560,20434.929999999997,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199552,1013204742,646,29693.82,BeneficiarySegment4,PaymentSegment5,0,Family Practice
199561,1013200534,913,27691.649999999998,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199577,1013963339,530,10415.12,BeneficiarySegment4,PaymentSegment5,0,Family Practice
199592,1013963420,788,9803.01,BeneficiarySegment4,PaymentSegment5,0,Cardiology
199596,1013199009,670,25983.019999999993,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199615,1013963677,620,22729.61,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199627,1013197995,672,21833.95,BeneficiarySegment4,PaymentSegment5,0,Cardiology
199635,1013197805,565,25395.65,BeneficiarySegment4,PaymentSegment5,0,Diagnostic Radiology
199649,1013963925,553,33546.350000000006,BeneficiarySegment4,PaymentSegment5,0,Hand Surgery
199664,1013196773,466,17553.440000000002,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199670,1013964204,625,21497.2,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
199678,1013204726,470,23995.870000000006,BeneficiarySegment4,PaymentSegment5,0,Family Practice
199690,1013204486,579,33873.19,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199697,1013203769,634,27500.850000000002,BeneficiarySegment4,PaymentSegment5,0,Dermatology
199708,1013203553,520,30197.440000000002,BeneficiarySegment4,PaymentSegment5,0,Physical Medicine and Rehabilitation
199711,1013202803,467,26137.640000000003,BeneficiarySegment4,PaymentSegment5,0,Family Practice
199722,1013203074,802,27737.98,BeneficiarySegment4,PaymentSegment5,0,Mass Immunizer Roster Biller
199726,1013218437,702,15428.419999999996,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
199735,1013241694,600,23245.18,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
199750,1013240357,670,30393.63,BeneficiarySegment4,PaymentSegment5,0,Podiatry
199761,1013237924,542,33808.27999999999,BeneficiarySegment4,PaymentSegment5,0,Anesthesiology
199774,1013237759,596,31889.920000000002,BeneficiarySegment4,PaymentSegment5,0,Family Practice
199786,1013237296,542,33639.509999999995,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
199798,1013235993,475,20500.280000000002,BeneficiarySegment4,PaymentSegment5,0,Mass Immunizer Roster Biller
199804,1013235357,516,29903.56,BeneficiarySegment4,PaymentSegment5,0,Podiatry
199812,1013254457,494,15666.69,BeneficiarySegment4,PaymentSegment5,0,Pathology
199820,1013253566,694,30671.950000000004,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
199830,1013959030,638,23470.549999999996,BeneficiarySegment4,PaymentSegment5,0,Podiatry
199835,1013211937,508,25688.239999999998,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
199847,1003833369,585,23156.83,BeneficiarySegment4,PaymentSegment5,0,Mass Immunizer Roster Biller
199853,1003808700,925,27394.11,BeneficiarySegment4,PaymentSegment5,0,Pathology
199866,1003027483,471,24525.09,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
199877,1003831298,634,33292.99,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
199883,1003064445,605,32032.97,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199898,1003801598,614,23316.25,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
199910,1003801622,499,33221.69,BeneficiarySegment4,PaymentSegment5,0,Family Practice
199922,1003826918,562,23117.38,BeneficiarySegment4,PaymentSegment5,0,Family Practice
199935,1003221078,467,25784.58,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
199949,1003045808,1134,31224.500000000004,BeneficiarySegment4,PaymentSegment5,0,Pathology
199963,1003826991,547,15948.1,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
199976,1003806597,635,15254.57,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
199983,1003827080,531,15706.259999999998,BeneficiarySegment4,PaymentSegment5,0,Pathology
199991,1003806522,708,26610.690000000002,BeneficiarySegment4,PaymentSegment5,0,Family Practice
200009,1003046939,553,16110.57,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
200017,1003826181,849,23434.8,BeneficiarySegment4,PaymentSegment5,0,Family Practice
200038,1003098344,542,20179.45,BeneficiarySegment4,PaymentSegment5,0,Centralized Flu
200045,1003802968,876,31081.92,BeneficiarySegment4,PaymentSegment5,0,Diagnostic Radiology
200059,1003826256,507,26835.680000000004,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
200069,1003806688,621,32871.84,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
200081,1003046889,593,33642.78,BeneficiarySegment4,PaymentSegment5,0,Family Practice
200093,1003221029,950,21009.110000000004,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
200111,1003046590,643,17229.33,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
200118,1003046574,875,24288.370000000006,BeneficiarySegment4,PaymentSegment5,0,Diagnostic Radiology
200137,1003330036,667,20420.93,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
200148,1003044652,532,34232.0,BeneficiarySegment4,PaymentSegment5,0,Emergency Medicine
200152,1003802422,486,29557.030000000002,BeneficiarySegment4,PaymentSegment5,0,Optometry
200160,1003063181,512,21292.06,BeneficiarySegment4,PaymentSegment5,0,Diagnostic Radiology
200172,1003044462,512,21175.23,BeneficiarySegment4,PaymentSegment5,0,Orthopedic Surgery
200184,1003063314,631,28478.520000000004,BeneficiarySegment4,PaymentSegment5,0,Family Practice
200199,1003331356,687,15671.949999999999,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
200214,1003802943,471,11446.080000000002,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
200222,1003064197,475,13414.5,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
200230,1003215047,483,17896.65,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
200242,1003109752,527,24095.16,BeneficiarySegment4,PaymentSegment5,0,Family Practice
200262,1003823550,503,20521.809999999994,BeneficiarySegment4,PaymentSegment5,0,Family Practice
200280,1003823188,642,22430.989999999994,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
200293,1003822743,510,30666.56,BeneficiarySegment4,PaymentSegment5,0,Family Practice
200298,1003218041,588,26070.539999999997,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
200311,1003821372,480,15129.480000000001,BeneficiarySegment4,PaymentSegment5,0,Centralized Flu
200315,1003269903,550,33702.7,BeneficiarySegment4,PaymentSegment5,0,Optometry
200324,1003273814,509,12198.800000000001,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
200339,1003323924,644,17485.32,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
200348,1003823089,574,22143.9,BeneficiarySegment4,PaymentSegment5,0,Centralized Flu
200355,1003802992,880,23937.97,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
200361,1003063520,680,28990.16,BeneficiarySegment4,PaymentSegment5,0,Centralized Flu
200367,1003043464,702,31094.29,BeneficiarySegment4,PaymentSegment5,0,Podiatry
200378,1003221623,652,33304.99,BeneficiarySegment4,PaymentSegment5,0,Family Practice
200397,1003173287,661,30981.96,BeneficiarySegment4,PaymentSegment5,0,Endocrinology
200404,1003184946,509,32647.09,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
200416,1003806886,793,31981.270000000004,BeneficiarySegment4,PaymentSegment5,0,Orthopedic Surgery
200427,1003316977,762,22771.11,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
200437,1003043860,501,29463.389999999996,BeneficiarySegment4,PaymentSegment5,0,Optometry
200448,1003829268,497,28295.649999999998,BeneficiarySegment4,PaymentSegment5,0,Podiatry
200457,1003820267,598,17100.08,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
200465,1003802133,967,31809.670000000002,BeneficiarySegment4,PaymentSegment5,0,Podiatry
200476,1003221607,865,27869.96,BeneficiarySegment4,PaymentSegment5,0,Pathology
200488,1003265083,502,13856.699999999999,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
200496,1003264201,517,27892.6,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
200502,1003819848,1223,33258.15000000001,BeneficiarySegment4,PaymentSegment5,0,Podiatry
200515,1003801440,512,27595.140000000003,BeneficiarySegment4,PaymentSegment5,0,Anesthesiology
200534,1003831595,491,24399.760000000002,BeneficiarySegment4,PaymentSegment5,0,Dermatology
200544,1003263542,582,20127.15,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
200560,1003222183,874,25387.39,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
200568,1003828633,510,23229.16,BeneficiarySegment4,PaymentSegment5,0,Emergency Medicine
200579,1003804436,821,26840.4,BeneficiarySegment4,PaymentSegment5,0,Mass Immunizer Roster Biller
200583,1003331455,986,24135.359999999997,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
200591,1003044272,503,15251.439999999999,BeneficiarySegment4,PaymentSegment5,0,Family Practice
200609,1003011107,649,18091.960000000003,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
200615,1003851130,827,14135.599999999997,BeneficiarySegment4,PaymentSegment5,0,Diagnostic Radiology
200636,1003010943,494,31032.49,BeneficiarySegment4,PaymentSegment5,0,Endocrinology
200644,1003380593,487,25649.6,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
200655,1003135229,498,25897.01,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
200667,1003153628,707,27549.160000000003,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
200689,1003246687,1239,28734.780000000002,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
200701,1003153347,469,24315.190000000002,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
200708,1003294927,597,14884.210000000001,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
200725,1003294646,736,30289.94,BeneficiarySegment4,PaymentSegment5,0,Mass Immunizer Roster Biller
200732,1003813965,525,26837.76,BeneficiarySegment4,PaymentSegment5,0,Family Practice
200742,1003361106,775,27202.61,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
200755,1003292152,555,15542.21,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
200761,1003361049,524,28660.78,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
200770,1003087917,941,18738.14,BeneficiarySegment4,PaymentSegment5,0,Audiologist
200772,1003848169,615,15720.99,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
200780,1003076530,489,28628.33,BeneficiarySegment4,PaymentSegment5,0,Optometry
200789,1003015173,882,33391.38,BeneficiarySegment4,PaymentSegment5,0,Dermatology
200798,1003249905,976,30674.31,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
200821,1003810623,643,27180.37,BeneficiarySegment4,PaymentSegment5,0,Podiatry
200834,1003076639,500,26004.700000000004,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
200846,1003015140,564,18158.800000000003,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
200869,1003156423,711,32828.02,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
200871,1003249731,709,13978.46,BeneficiarySegment4,PaymentSegment5,0,Audiologist
200873,1003291683,626,19172.510000000002,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
200886,1003847518,484,22036.780000000002,BeneficiarySegment4,PaymentSegment5,0,Family Practice
200893,1003076290,774,31639.26,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
200904,1003814518,512,24937.030000000002,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
200911,1003357922,688,31467.980000000003,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
200925,1003299827,492,32297.480000000003,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
200933,1003011396,712,23927.92,BeneficiarySegment4,PaymentSegment5,0,Pathology
200948,1003153636,618,19554.31,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
200966,1003215500,931,28980.519999999997,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
200976,1003174772,675,5001.02,BeneficiarySegment4,PaymentSegment5,0,Clinical Laboratory
200990,1003045022,1163,33538.34,BeneficiarySegment4,PaymentSegment5,0,Diagnostic Radiology
201025,1003221193,1251,31978.59,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
201049,1003802687,532,33261.76,BeneficiarySegment4,PaymentSegment5,0,Optometry
201056,1003827759,847,32128.55,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
201069,1003044975,556,29239.94,BeneficiarySegment4,PaymentSegment5,0,Interventional Radiology
201088,1003265943,1002,29281.52,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
201104,1003802463,482,32178.53,BeneficiarySegment4,PaymentSegment5,0,Hospitalist
201111,1003820523,774,28775.7,BeneficiarySegment4,PaymentSegment5,0,Urology
201120,1003277468,957,33655.79,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
201137,1003820531,491,3094.98,BeneficiarySegment4,PaymentSegment5,0,Family Practice
201145,1003025271,524,30900.51,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
201161,1003091976,478,23558.359999999997,BeneficiarySegment4,PaymentSegment5,0,Family Practice
201171,1003134198,564,33094.5,BeneficiarySegment4,PaymentSegment5,0,Anesthesiology
201179,1003012980,508,12986.58,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
201186,1003383241,615,16798.71,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
201194,1003153966,521,18629.05,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
201200,1003012444,646,31255.149999999994,BeneficiarySegment4,PaymentSegment5,0,Diagnostic Radiology
201227,1003300138,483,18452.93,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
201236,1003810797,711,25796.79,BeneficiarySegment4,PaymentSegment5,0,General Practice
201243,1003814096,482,29691.299999999992,BeneficiarySegment4,PaymentSegment5,0,Optometry
201253,1003134081,667,32782.83,BeneficiarySegment4,PaymentSegment5,0,Otolaryngology
201272,1003849902,528,28588.940000000002,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
201282,1003248626,481,19607.940000000002,BeneficiarySegment4,PaymentSegment5,0,Mass Immunizer Roster Biller
201288,1003013236,599,26161.229999999992,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
201302,1003013160,844,25143.219999999998,BeneficiarySegment4,PaymentSegment5,0,Family Practice
201317,1003248352,548,14305.42,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
201335,1003013020,655,22184.360000000004,BeneficiarySegment4,PaymentSegment5,0,Diagnostic Radiology
201353,1003828989,702,30404.53,BeneficiarySegment4,PaymentSegment5,0,Orthopedic Surgery
201360,1013459791,123,2844.29,BeneficiarySegment5,PaymentSegment5,0,Physical Therapist in Private Practice
201365,1003324088,537,14193.279999999999,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
201375,1003218470,523,28151.949999999997,BeneficiarySegment4,PaymentSegment5,0,Family Practice
201388,1003837964,591,25786.52,BeneficiarySegment4,PaymentSegment5,0,Family Practice
201401,1003093535,893,28474.35,BeneficiarySegment4,PaymentSegment5,0,Pathology
201412,1003031915,541,15356.92,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
201419,1003227729,541,20705.12,BeneficiarySegment4,PaymentSegment5,0,Mass Immunizer Roster Biller
201425,1003285057,500,29861.67,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
201437,1003033846,611,16023.2,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
201450,1003033697,507,12227.829999999998,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
201457,1003118704,682,13893.16,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
201464,1003817297,482,25604.55,BeneficiarySegment4,PaymentSegment5,0,Geriatric Medicine
201472,1003838210,641,22420.079999999998,BeneficiarySegment4,PaymentSegment5,0,Family Practice
201481,1003838749,670,22547.17,BeneficiarySegment4,PaymentSegment5,0,Mass Immunizer Roster Biller
201486,1003399759,528,17648.22,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
201498,1003029125,574,25697.57,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
201502,1003837949,700,26030.5,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
201507,1003121278,674,15982.949999999999,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
201516,1003256843,472,34180.6,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
201527,1003121393,835,31609.429999999997,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
201536,1003164062,510,21624.870000000003,BeneficiarySegment4,PaymentSegment5,0,Podiatry
201548,1003256728,545,14307.33,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
201556,1003121302,822,31989.740000000005,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
201571,1003121427,618,14458.310000000001,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
201577,1003808528,543,29077.840000000004,BeneficiarySegment4,PaymentSegment5,0,Otolaryngology
201585,1003816943,610,30911.78,BeneficiarySegment4,PaymentSegment5,0,Optometry
201595,1003071135,534,9459.46,BeneficiarySegment4,PaymentSegment5,0,Pathology
201603,1003838590,526,19391.2,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
201614,1003227919,897,28427.65,BeneficiarySegment4,PaymentSegment5,0,Family Practice
201636,1003838640,708,17304.73,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
201646,1003346339,787,23290.21,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
201652,1003346768,553,22684.260000000002,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
201663,1003344227,863,20857.01,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
201671,1003227505,793,29226.98,BeneficiarySegment4,PaymentSegment5,0,Mass Immunizer Roster Biller
201678,1003817511,498,32299.120000000006,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
201691,1003840232,612,12673.02,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
201700,1003162736,506,26181.11,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
201704,1003091794,621,17498.32,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
201712,1003808783,723,15770.720000000001,BeneficiarySegment4,PaymentSegment5,0,Orthopedic Surgery
201722,1003397670,780,19150.37,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
201729,1003816885,556,31468.33,BeneficiarySegment4,PaymentSegment5,0,Family Practice
201733,1003121849,527,32506.749999999996,BeneficiarySegment4,PaymentSegment5,0,Hand Surgery
201745,1003808619,527,25963.32,BeneficiarySegment4,PaymentSegment5,0,Family Practice
201755,1003092081,581,24777.239999999998,BeneficiarySegment4,PaymentSegment5,0,Family Practice
201774,1003349234,651,28989.260000000002,BeneficiarySegment4,PaymentSegment5,0,Pathology
201783,1003195520,679,16659.69,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
201793,1003839382,548,20950.380000000005,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
201809,1003287533,949,22523.76,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
201832,1003839671,588,28816.39,BeneficiarySegment4,PaymentSegment5,0,Mass Immunizer Roster Biller
201838,1003122201,525,25744.539999999997,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
201853,1003122268,582,14596.95,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
201860,1003255415,665,30700.940000000002,BeneficiarySegment4,PaymentSegment5,0,Orthopedic Surgery
201872,1003161993,555,15069.039999999999,BeneficiarySegment4,PaymentSegment5,0,Diagnostic Radiology
201882,1003197039,796,31150.300000000003,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
201898,1003288432,568,17053.910000000003,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
201904,1003841339,892,18468.9,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
201916,1003288721,542,22913.07,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
201929,1003841495,1051,31140.66,BeneficiarySegment4,PaymentSegment5,0,Family Practice
201951,1003839200,519,19320.06,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
201962,1003123415,522,22591.83,BeneficiarySegment4,PaymentSegment5,0,Endocrinology
201969,1003196171,486,28356.53,BeneficiarySegment4,PaymentSegment5,0,Family Practice
201981,1003351024,479,25111.129999999997,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
201991,1003072059,1041,26301.94,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
202008,1003070558,593,18857.510000000002,BeneficiarySegment4,PaymentSegment5,0,Family Practice
202022,1003325697,769,17168.23,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
202029,1003821349,539,18551.63,BeneficiarySegment4,PaymentSegment5,0,Centralized Flu
202035,1003178013,507,30799.25,BeneficiarySegment4,PaymentSegment5,0,Emergency Medicine
202046,1003824707,846,19367.06,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
202056,1003821075,601,22725.48,BeneficiarySegment4,PaymentSegment5,0,Centralized Flu
202063,1003821067,892,34037.55,BeneficiarySegment4,PaymentSegment5,0,Centralized Flu
202071,1003326810,1175,33525.380000000005,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
202086,1003821109,648,22818.84,BeneficiarySegment4,PaymentSegment5,0,Centralized Flu
202091,1003328204,742,22438.110000000004,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
202109,1003101148,470,30494.170000000002,BeneficiarySegment4,PaymentSegment5,0,Cardiology
202121,1003058496,640,31033.52,BeneficiarySegment4,PaymentSegment5,0,Orthopedic Surgery
202133,1003821448,548,25756.239999999998,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
202136,1003270752,487,24436.97,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
202146,1003103045,542,28311.860000000004,BeneficiarySegment4,PaymentSegment5,0,Podiatry
202159,1003822529,598,18691.3,BeneficiarySegment4,PaymentSegment5,0,Podiatry
202166,1003181397,696,31172.690000000002,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
202177,1003821398,862,30673.820000000003,BeneficiarySegment4,PaymentSegment5,0,Centralized Flu
202185,1003216482,600,23992.510000000002,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
202200,1003271529,556,5717.45,BeneficiarySegment4,PaymentSegment5,0,Nurse Practitioner
202204,1003057811,718,26265.340000000004,BeneficiarySegment4,PaymentSegment5,0,Centralized Flu
202211,1003180241,1144,30151.619999999995,BeneficiarySegment4,PaymentSegment5,0,Physical Therapist in Private Practice
202218,1003180191,471,27095.190000000002,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
202226,1003101957,479,26120.210000000003,BeneficiarySegment4,PaymentSegment5,0,Internal Medicine
202232,1003273087,705,31823.16,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
202243,1003805763,486,30884.489999999998,BeneficiarySegment4,PaymentSegment5,0,Family Practice
202255,1003272709,562,24549.969999999998,BeneficiarySegment4,PaymentSegment5,0,Physician Assistant
